"order_id","courier_id","courier_age_years","courier_rating_1_to_5","restaurant_latitude_deg","restaurant_longitude_deg","customer_latitude_deg","customer_longitude_deg","order_type","vehicle_type","temperature_celsius","humidity_percent","precipitation_mm","weather_description","traffic_level","distance_km","delivery_time_min","order_type_factor","vehicle_type_factor","traffic_level_cleaned","traffic_level_factor","weather_description_cleaned","weather_category","long_delivery_flag","average_speed_kmph"
"B70B","INDORES08DEL02",20,4.1,22.725748,75.898497,22.775748,75.948497,"Buffet ","motorcycle ",23.08,60,0,"haze","High",13.69,35.48333333,"Buffet","motorcycle","high","high","haze","Poor Visibility",0,23.1488961975715
"2C73","JAPRES14DEL01",35,4.3,26.88842,75.800689,26.99842,75.910689,"Buffet ","motorcycle ",23.95,28,0,"clear sky","High",20.53,43.83333333,"Buffet","motorcycle","high","high","clear sky","Clear",1,28.1019011428214
"4233","CHENRES17DEL02",28,4.9,13.045479,80.23311,13.065479,80.25311,"Snack ","motorcycle ",28.42,81,0,"mist","Low",5.08,19.36666667,"Snack","motorcycle","low","low","mist","Rainy",0,15.738382097119
"3.10E+02","BANGRES18DEL01",36,5,12.913041,77.683237,13.023041,77.793237,"Meal ","motorcycle ",22.86,74,0,"haze","Very High",24.77,61.28333333,"Meal","motorcycle","very high","very high","haze","Poor Visibility",1,24.2512918152979
"B989","INDORES09DEL03",25,4.7,22.725835,75.887648,22.755835,75.917648,"Drinks ","scooter ",23.08,60,0,"haze","Low",6.09,28.71666667,"Drinks","scooter","low","low","haze","Poor Visibility",0,12.7243180484359
"30A7","MUMRES19DEL01",23,4.9,19.131141,72.813074,19.17114,72.853074,"Drinks ","electric_scooter ",28.93,54,0,"smoke","High",10.35,47.38333333,"Drinks","electric_scooter","high","high","smoke","Poor Visibility",1,13.1058740776015
"930F","SURRES16DEL02",27,4.7,21.160437,72.774209,21.210437,72.824209,"Buffet ","motorcycle ",24.95,73,0,"mist","Moderate",10.6,27.85,"Buffet","motorcycle","moderate","moderate","mist","Rainy",0,22.8366247755835
"D9D1","ALHRES12DEL01",31,4.6,25.443994,81.860187,25.513994,81.930187,"Snack ","motorcycle ",25.3,44,0,"clear sky","High",16.02,37.18333333,"Snack","motorcycle","high","high","clear sky","Clear",0,25.8502913514881
"92DB","JAPRES03DEL02",21,4.2,26.913483,75.803139,26.933483,75.823139,"Drinks ","motorcycle ",23.68,46,0,"haze","Low",3.98,22.3,"Drinks","motorcycle","low","low","haze","Poor Visibility",0,10.7085201793722
"9F73","BANGRES04DEL02",33,4.6,12.98041,77.640489,13.11041,77.770489,"Meal ","electric_scooter ",21.69,73,0,"haze","High",23.97,41.26666667,"Meal","electric_scooter","high","high","haze","Poor Visibility",1,34.8513731797374
"54F8","BANGRES20DEL03",31,4.8,12.972161,77.596014,13.032161,77.656014,"Meal ","motorcycle ",22.58,74,0,"haze","High",11.84,39.61666667,"Meal","motorcycle","high","high","haze","Poor Visibility",0,17.9318468642884
"AC93","SURRES06DEL01",32,4.9,21.185047,72.80859,21.195047,72.81859,"Drinks ","scooter ",24.99,73,0,"mist","Very Low",1.85,18.56666667,"Drinks","scooter","very low","very low","mist","Rainy",0,5.97845601328933
"579C","MYSRES07DEL02",21,4.5,12.325461,76.632278,12.455461,76.762278,"Snack ","motorcycle ",20.23,67,0,"clear sky","High",25.51,45.08333333,"Snack","motorcycle","high","high","clear sky","Clear",1,33.9504621097191
"8187","HYDRES03DEL02",39,3.5,17.422819,78.449578,17.502819,78.529578,"Buffet ","motorcycle ",23.68,57,0,"haze","High",16.52,44.26666667,"Buffet","motorcycle","high","high","haze","Poor Visibility",1,22.3915662633741
"57AC","SURRES18DEL01",37,4.8,21.149834,72.778666,21.219834,72.848666,"Drinks ","scooter ",25,73,0,"mist","Moderate",13.46,41.7,"Drinks","scooter","moderate","moderate","mist","Rainy",1,19.3669064748201
"76A0","CHENRES19DEL01",31,4.6,12.986047,80.218114,13.056047,80.288114,"Snack ","motorcycle ",28.53,81,0,"mist","High",16.51,38.86666667,"Snack","motorcycle","high","high","mist","Rainy",0,25.4871355038176
"3D24","COIMBRES16DEL02",33,5,11.010375,76.95295,11.140375,77.08295,"Snack ","motorcycle ",26.19,65,0,"haze","High",25.22,50.31666667,"Snack","motorcycle","high","high","haze","Poor Visibility",1,30.0735342808828
"6.30E+09","PUNERES09DEL01",29,4.9,18.536562,73.896485,18.606562,73.966485,"Buffet ","motorcycle ",23.09,48,0,"clear sky","High",18.87,43.25,"Buffet","motorcycle","high","high","clear sky","Clear",1,26.1780346820809
"4D40","PUNERES06DEL01",25,4.8,18.546258,73.904337,18.656258,74.014337,"Snack ","motorcycle ",23.58,47,0,"clear sky","High",22.85,42.65,"Snack","motorcycle","high","high","clear sky","Clear",1,32.1453692848769
"7C7F","HYDRES010DEL01",33,4.7,17.428294,78.404423,17.438294,78.414423,"Snack ","scooter ",23.64,57,0,"haze","Very Low",2.62,14.86666667,"Snack","scooter","very low","very low","haze","Poor Visibility",0,10.5739910290193
"918","HYDRES12DEL01",26,5,17.429585,78.392621,17.539585,78.502621,"Buffet ","motorcycle ",23.55,57,0,"haze","Very High",25.61,53.95,"Buffet","motorcycle","very high","very high","haze","Poor Visibility",1,28.4819277108434
"4994","MUMRES11DEL01",28,4.7,18.994237,72.825553,19.064237,72.895553,"Meal ","motorcycle ",29.01,54,0,"smoke","Moderate",14.28,34.45,"Meal","motorcycle","moderate","moderate","smoke","Poor Visibility",0,24.8708272859216
"80BB","COIMBRES11DEL01",37,5,11.001753,76.986241,11.071753,77.056241,"Buffet ","motorcycle ",26.08,65,0,"haze","Moderate",14.03,31.75,"Buffet","motorcycle","moderate","moderate","haze","Poor Visibility",0,26.5133858267717
"7269","VADRES19DEL02",26,4.8,22.311844,73.165081,22.361844,73.215081,"Buffet ","scooter ",26.01,57,0,"haze","Moderate",11.75,26.6,"Buffet","scooter","moderate","moderate","haze","Poor Visibility",0,26.5037593984962
"85D8","MYSRES01DEL01",38,4.9,12.311072,76.654878,12.321072,76.664878,"Snack ","motorcycle ",20.38,67,0,"clear sky","Very Low",3.15,13.98333333,"Snack","motorcycle","very low","very low","clear sky","Clear",0,13.5160905872506
"2DFB","INDORES14DEL01",30,4.6,22.761593,75.886362,22.831593,75.956362,"Buffet ","motorcycle ",23.18,44,0,"clear sky","High",17.05,40.41666667,"Buffet","motorcycle","high","high","clear sky","Clear",1,25.311340204098
"8FF1","PUNERES03DEL02",32,4.9,18.554382,73.798206,18.684382,73.928206,"Buffet ","motorcycle ",22.97,48,0,"clear sky","Very High",29.83,69.93333333,"Buffet","motorcycle","very high","very high","clear sky","Clear",1,25.5929456637556
"B6ED","CHENRES08DEL01",27,4.9,13.022394,80.242439,13.032394,80.252439,"Snack ","scooter ",28.47,81,0,"mist","Very Low",1.88,12.16666667,"Snack","scooter","very low","very low","mist","Rainy",0,9.27123287417226
"AB9B","MUMRES02DEL03",23,4.9,19.221315,72.862381,19.311315,72.952381,"Drinks ","scooter ",29.05,53,0,"clear sky","Very High",32.34,83.03333333,"Drinks","scooter","very high","very high","clear sky","Clear",1,23.3689281422468
"4EDD","CHENRES03DEL01",35,4.6,13.091809,80.219104,13.201809,80.329104,"Buffet ","electric_scooter ",28.4,86,0,"overcast clouds","Very High",26.14,55.51666667,"Buffet","electric_scooter","very high","very high","overcast clouds","Clear",1,28.2509756812818
"1F0F","RANCHIRES18DEL02",35,4.8,23.351489,85.324253,23.401489,85.374253,"Buffet ","scooter ",21.05,78,0,"mist","Moderate",10,26.5,"Buffet","scooter","moderate","moderate","mist","Rainy",0,22.6415094339623
"A310","VADRES03DEL01",35,4.3,22.32,73.17,22.43,73.28,"Snack ","scooter ",25.94,57,0,"haze","High",23.45,43.36666667,"Snack","scooter","high","high","haze","Poor Visibility",1,32.4442736331711
"1EBF","COIMBRES08DEL01",29,4.6,11.001852,76.976268,11.041852,77.016268,"Snack ","scooter ",25.84,65,0,"haze","Moderate",8.14,29.36666667,"Snack","scooter","moderate","moderate","haze","Poor Visibility",0,16.6311010196786
"8A6B","BANGRES03DEL02",20,4.8,12.979166,77.640709,13.029166,77.690709,"Snack ","motorcycle ",22.59,74,0,"haze","Moderate",11.15,31.1,"Snack","motorcycle","moderate","moderate","haze","Poor Visibility",0,21.5112540192926
"ED4","COIMBRES07DEL01",28,4.6,10.96185,76.971082,11.03185,77.041082,"Buffet ","motorcycle ",26.01,65,0,"haze","High",16.24,37.3,"Buffet","motorcycle","high","high","haze","Poor Visibility",0,26.1233243967828
"A607","CHENRES010DEL01",28,4.8,13.066762,80.251865,13.106762,80.291865,"Drinks ","scooter ",28.4,81,0,"mist","Moderate",9.7,33.6,"Drinks","scooter","moderate","moderate","mist","Rainy",0,17.3214285714286
"4480","MUMRES20DEL02",27,4.8,19.103249,72.846749,19.183249,72.926749,"Drinks ","motorcycle ",28.04,54,0,"smoke","Very High",16.77,68.73333333,"Drinks","motorcycle","very high","very high","smoke","Poor Visibility",1,14.639185257742
"38D5","HYDRES07DEL02",24,4.7,17.424114,78.347554,17.554114,78.477554,"Drinks ","electric_scooter ",23.69,57,0,"haze","Very High",30.66,72.6,"Drinks","electric_scooter","very high","very high","haze","Poor Visibility",1,25.3388429752066
"4D36","CHENRES12DEL02",39,4.4,12.972793,80.249982,13.102793,80.379982,"Snack ","motorcycle ",28.52,82,0,"overcast clouds","Very High",30.52,81.95,"Snack","motorcycle","very high","very high","overcast clouds","Clear",1,22.3453325198292
"57B9","PUNERES07DEL02",28,5,18.546947,73.900626,18.626947,73.980626,"Snack ","motorcycle ",23.39,47,0,"clear sky","High",17.13,45.2,"Snack","motorcycle","high","high","clear sky","Clear",1,22.7389380530973
"2004","PUNERES09DEL02",39,4.1,18.536562,73.896485,18.616562,73.976485,"Meal ","scooter ",23.39,47,0,"clear sky","Very High",19.73,50.11666667,"Meal","scooter","very high","very high","clear sky","Clear",1,23.6208846010229
"80D2","JAPRES05DEL02",34,4.3,26.905287,75.794592,26.955287,75.844592,"Snack ","motorcycle ",23.81,46,0,"haze","Moderate",10.87,29.41666667,"Snack","motorcycle","moderate","moderate","haze","Poor Visibility",0,22.1711048133517
"3189","COIMBRES06DEL02",29,4.8,11.021278,76.995017,11.041278,77.015017,"Drinks ","scooter ",25.84,65,0,"haze","Low",4.9,23.53333333,"Drinks","scooter","low","low","haze","Poor Visibility",0,12.492917848795
"C342","KNPRES15DEL01",29,5,26.482419,80.320939,26.522419,80.360939,"Drinks ","scooter ",25.71,42,0,"clear sky","Moderate",10.26,32.66666667,"Drinks","scooter","moderate","moderate","clear sky","Clear",0,18.8448979572607
"1A32","PUNERES13DEL02",31,4.7,18.56245,73.916619,18.61245,73.966619,"Meal ","motorcycle ",23.09,48,0,"clear sky","High",12.48,33.91666667,"Meal","motorcycle","high","high","clear sky","Clear",0,22.0776412754715
"5FDD","BANGRES12DEL01",35,4.1,12.939496,77.625999,13.049496,77.735999,"Meal ","motorcycle ",22.36,74,0,"haze","High",20.88,45.63333333,"Meal","motorcycle","high","high","haze","Poor Visibility",1,27.4536157799455
"7249","COIMBRES12DEL01",25,4.9,11.000762,76.981876,11.040762,77.021876,"Buffet ","motorcycle ",25.84,65,0,"haze","Low",9.36,23.58333333,"Buffet","motorcycle","low","low","haze","Poor Visibility",0,23.8134275652033
"C214","ALHRES17DEL01",38,4.4,25.45235,81.841889,25.56235,81.951889,"Drinks ","motorcycle ",25.02,44,0,"clear sky","Very High",31.86,59.71666667,"Drinks","motorcycle","very high","very high","clear sky","Clear",1,32.0111638274066
"934","CHENRES09DEL01",29,4.6,13.044694,80.26147,13.054694,80.27147,"Meal ","motorcycle ",28.46,81,0,"mist","Very Low",2.29,13.38333333,"Meal","motorcycle","very low","very low","mist","Rainy",0,10.266500625222
"B6F5","SURRES12DEL02",37,4.6,21.183434,72.814492,21.263434,72.894492,"Buffet ","scooter ",24.93,42,0,"clear sky","High",16.73,36.53333333,"Buffet","scooter","high","high","clear sky","Clear",0,27.4762773747697
"C551","LUDHRES09DEL02",28,4.3,30.885814,75.786976,30.905814,75.806976,"Buffet ","motorcycle ",24.05,38,0,"clear sky","Low",5.65,15,"Buffet","motorcycle","low","low","clear sky","Clear",0,22.6
"5277","INDORES02DEL03",25,4.9,22.651847,75.881991,22.741847,75.971991,"Buffet ","motorcycle ",23.11,60,0,"haze","Moderate",18.25,32.63333333,"Buffet","motorcycle","moderate","moderate","haze","Poor Visibility",0,33.5546476030189
"5.40E+02","RANCHIRES07DEL01",28,4.9,23.359407,85.325055,23.469407,85.435055,"Meal ","motorcycle ",21.25,63,0,"scattered clouds","High",19.08,36.98333333,"Meal","motorcycle","high","high","scattered clouds","Clear",0,30.9544840045926
"208A","CHENRES18DEL03",22,5,12.981615,80.231598,13.041615,80.291598,"Buffet ","motorcycle ",28.57,81,0,"mist","Moderate",12.07,31.41666667,"Buffet","motorcycle","moderate","moderate","mist","Rainy",0,23.0514588834959
"583","VADRES05DEL02",29,4.6,22.310526,73.170937,22.440526,73.300937,"Meal ","motorcycle ",25.91,57,0,"haze","High",24.93,40.63333333,"Meal","motorcycle","high","high","haze","Poor Visibility",1,36.8121411022816
"5B17","RANCHIRES07DEL01",23,4.8,23.359407,85.325055,23.469407,85.435055,"Snack ","motorcycle ",21.25,63,0,"scattered clouds","High",19.08,40.96666667,"Snack","motorcycle","high","high","scattered clouds","Clear",1,27.9446704615179
"CD6A","AGRRES14DEL02",35,4.7,27.16185,78.040165,27.21185,78.090165,"Meal ","motorcycle ",25.96,37,0,"clear sky","Moderate",20.74,24.85,"Meal","motorcycle","moderate","moderate","clear sky","Clear",0,50.0764587525151
"43EB","MYSRES17DEL01",30,4.6,12.326356,76.619103,12.366356,76.659103,"Meal ","electric_scooter ",20.61,67,0,"clear sky","Moderate",9.8,21.13333333,"Meal","electric_scooter","moderate","moderate","clear sky","Clear",0,27.823343852969
"8353","VADRES13DEL01",31,4.8,22.310237,73.158921,22.380237,73.228921,"Snack ","motorcycle ",25.99,57,0,"haze","Moderate",13.04,29.8,"Snack","motorcycle","moderate","moderate","haze","Poor Visibility",0,26.255033557047
"B97A","JAPRES06DEL03",24,5,26.911927,75.797282,27.051927,75.937282,"Meal ","motorcycle ",23.94,29,0,"clear sky","High",28.09,45.58333333,"Meal","motorcycle","high","high","clear sky","Clear",1,36.9740402220822
"9ECF","COIMBRES08DEL01",38,4.6,11.001852,76.976268,11.011852,76.986268,"Drinks ","scooter ",25.93,65,0,"haze","Very Low",3.04,19.96666667,"Drinks","scooter","very low","very low","haze","Poor Visibility",0,9.13522537410097
"D189","GOARES18DEL01",23,4.6,15.49395,73.827423,15.53395,73.867423,"Buffet ","motorcycle ",28.97,74,0,"mist","Low",9.51,25.68333333,"Buffet","motorcycle","low","low","mist","Rainy",0,22.2167423779645
"3.90E+06","MUMRES09DEL01",22,4.6,18.994049,72.825203,19.034049,72.865203,"Drinks ","motorcycle ",28.99,54,0,"smoke","Moderate",7.88,35.53333333,"Drinks","motorcycle","moderate","moderate","smoke","Poor Visibility",0,13.3058161363326
"1479","PUNERES11DEL02",33,4.5,18.533811,73.899315,18.663811,74.029315,"Snack ","motorcycle ",23.58,47,0,"clear sky","Very High",28.93,55.35,"Snack","motorcycle","very high","very high","clear sky","Clear",1,31.360433604336
"1429","BANGRES01DEL02",24,4.8,12.933284,77.615428,12.983284,77.665428,"Buffet ","scooter ",23.26,73,0,"haze","High",13.11,38.78333333,"Buffet","scooter","high","high","haze","Poor Visibility",0,20.2819080378412
"625D","CHENRES11DEL01",33,4.8,13.064181,80.236442,13.104181,80.276442,"Meal ","scooter ",28.4,82,0,"mist","Moderate",8.86,29.16666667,"Meal","scooter","moderate","moderate","mist","Rainy",0,18.2262857122027
"57B2","BANGRES19DEL02",26,4.4,12.914264,77.6784,12.994264,77.7584,"Drinks ","motorcycle ",23.15,74,0,"haze","High",18.36,54.38333333,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,20.2562059466905
"7CFD","MYSRES11DEL02",24,4.6,12.323225,76.630028,12.343225,76.650028,"Drinks ","motorcycle ",20.55,67,0,"clear sky","Low",4.96,23.1,"Drinks","motorcycle","low","low","clear sky","Clear",0,12.8831168831169
"900F","CHENRES19DEL02",36,4.5,12.986047,80.218114,13.036047,80.268114,"Drinks ","scooter ",28.49,81,0,"mist","Moderate",11.98,39.51666667,"Drinks","scooter","moderate","moderate","mist","Rainy",0,18.1897933346107
"5436","BANGRES11DEL03",29,4.4,12.934365,77.616155,13.024365,77.706155,"Snack ","scooter ",22.77,74,0,"haze","High",17.57,46.1,"Snack","scooter","high","high","haze","Poor Visibility",1,22.8676789587852
"946B","RANCHIRES06DEL03",26,4.5,23.357804,85.325146,23.447804,85.415146,"Buffet ","scooter ",21.18,78,0,"mist","Moderate",19.02,35.75,"Buffet","scooter","moderate","moderate","mist","Rainy",0,31.9216783216783
"8FF8","PUNERES18DEL02",23,4.7,18.593481,73.785901,18.673481,73.865901,"Snack ","motorcycle ",22.75,49,0,"clear sky","High",17.7,39.65,"Snack","motorcycle","high","high","clear sky","Clear",0,26.7843631778058
"5B24","COIMBRES04DEL01",24,4.7,11.024839,77.007003,11.094839,77.077003,"Snack ","scooter ",25.99,65,0,"haze","Moderate",13.88,33.21666667,"Snack","scooter","moderate","moderate","haze","Poor Visibility",0,25.0717511264353
"3A87","SURRES010DEL02",24,4.9,21.17106,72.789292,21.22106,72.839292,"Buffet ","scooter ",24.92,73,0,"mist","Low",9.13,25.1,"Buffet","scooter","low","low","mist","Rainy",0,21.8247011952191
"C652","ALHRES17DEL01",38,4.1,25.45235,81.841889,25.49235,81.881889,"Drinks ","motorcycle ",25.46,43,0,"clear sky","Moderate",6.95,30.03333333,"Drinks","motorcycle","moderate","moderate","clear sky","Clear",0,13.8845726985443
"C841","AGRRES05DEL01",28,4.6,27.201725,78.007553,27.241725,78.047553,"Drinks ","motorcycle ",26.1,37,0,"clear sky","Low",9.42,25.86666667,"Drinks","motorcycle","low","low","clear sky","Clear",0,21.8505154611017
"92D4","JAPRES18DEL02",30,4.1,26.913987,75.752891,27.043987,75.882891,"Drinks ","motorcycle ",23.8,28,0,"clear sky","Very High",26.62,60.33333333,"Drinks","motorcycle","very high","very high","clear sky","Clear",1,26.4729281782582
"CB18","GOARES12DEL02",29,4.9,15.516833,73.768172,15.646833,73.898172,"Meal ","motorcycle ",28.79,67,0,"broken clouds","Very High",28.11,50.36666667,"Meal","motorcycle","very high","very high","broken clouds","Clear",1,33.4864328237269
"BE02","BANGRES07DEL02",26,4.8,12.978453,77.643685,12.998453,77.663685,"Drinks ","electric_scooter ",22.99,74,0,"haze","Low",4.96,22.88333333,"Drinks","electric_scooter","low","low","haze","Poor Visibility",0,13.0050983267305
"7AC2","PUNERES17DEL02",27,4.9,18.530963,73.828972,18.580963,73.878972,"Buffet ","motorcycle ",22.91,49,0,"clear sky","Moderate",10.6,29.11666667,"Buffet","motorcycle","moderate","moderate","clear sky","Clear",0,21.8431596998462
"68BE","CHENRES03DEL03",27,4.6,13.091809,80.219104,13.181809,80.309104,"Drinks ","motorcycle ",28.35,82,0,"overcast clouds","Very High",23.8,60.81666667,"Drinks","motorcycle","very high","very high","overcast clouds","Clear",1,23.4804055892858
"5354","COIMBRES12DEL02",23,4.7,11.000762,76.981876,11.080762,77.061876,"Drinks ","motorcycle ",26.01,65,0,"haze","High",16.18,45.1,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,21.5254988913525
"9F8B","PUNERES12DEL01",32,4.3,18.520016,73.830547,18.630016,73.940547,"Meal ","motorcycle ",22.98,48,0,"clear sky","Very High",20.33,60.96666667,"Meal","motorcycle","very high","very high","clear sky","Clear",1,20.007654454893
"A686","JAPRES09DEL03",23,4.9,26.911378,75.789034,26.971378,75.849034,"Snack ","motorcycle ",23.4,46,0,"haze","Moderate",11.36,30.33333333,"Snack","motorcycle","moderate","moderate","haze","Poor Visibility",0,22.4703296727989
"7511","MYSRES15DEL01",31,4,12.352058,76.60665,12.462058,76.71665,"Buffet ","motorcycle ",20.51,67,0,"clear sky","High",23.28,35.11666667,"Buffet","motorcycle","high","high","clear sky","Clear",0,39.7759848087541
"BBB3","MYSRES010DEL02",39,4.1,12.321214,76.621094,12.371214,76.671094,"Drinks ","motorcycle ",20.61,67,0,"clear sky","Moderate",12.88,38.23333333,"Drinks","motorcycle","moderate","moderate","clear sky","Clear",0,20.2127288596524
"7F07","COIMBRES06DEL03",23,4.8,11.021278,76.995017,11.081278,77.055017,"Buffet ","motorcycle ",26.01,65,0,"haze","Moderate",12.91,29.91666667,"Buffet","motorcycle","moderate","moderate","haze","Poor Visibility",0,25.8919220026861
"51B0","MYSRES17DEL02",23,4.7,12.326356,76.619103,12.456356,76.749103,"Snack ","scooter ",20.23,67,0,"clear sky","High",26.19,42.1,"Snack","scooter","high","high","clear sky","Clear",1,37.3254156769596
"73A3","MUMRES02DEL01",31,4.6,19.221315,72.862381,19.291315,72.932381,"Meal ","motorcycle ",28.81,53,0,"clear sky","High",14.75,32.06666667,"Meal","motorcycle","high","high","clear sky","Clear",0,27.5987525958837
"99EF","SURRES17DEL03",25,4.6,21.149569,72.772697,21.239569,72.862697,"Buffet ","motorcycle ",24.95,73,0,"mist","Very High",20.14,52.6,"Buffet","motorcycle","very high","very high","mist","Rainy",1,22.9733840304183
"C223","LUDHRES03DEL01",21,4.9,30.88722,75.804893,30.99722,75.914893,"Buffet ","motorcycle ",23.67,39,0,"clear sky","Very High",24.23,53.11666667,"Buffet","motorcycle","very high","very high","clear sky","Clear",1,27.3699403810875
"17AB","RANCHIRES08DEL02",30,4.2,23.353783,85.326967,23.483783,85.456967,"Drinks ","scooter ",21.23,63,0,"scattered clouds","High",21.4,51.46666667,"Drinks","scooter","high","high","scattered clouds","Clear",1,24.9481865268816
"82A0","COIMBRES09DEL02",36,4.4,11.008638,76.984311,11.088638,77.064311,"Snack ","motorcycle ",25.99,65,0,"haze","Moderate",15.31,35.23333333,"Snack","motorcycle","moderate","moderate","haze","Poor Visibility",0,26.071901610792
"556D","PUNERES18DEL01",39,4.1,18.593481,73.785901,18.703481,73.895901,"Snack ","motorcycle ",22.51,48,0,"clear sky","High",21.63,47.7,"Snack","motorcycle","high","high","clear sky","Clear",1,27.2075471698113
"8B51","RANCHIRES06DEL02",32,4.7,23.357804,85.325146,23.407804,85.375146,"Meal ","electric_scooter ",21.09,78,0,"mist","Moderate",10.79,28.7,"Meal","electric_scooter","moderate","moderate","mist","Rainy",0,22.5574912891986
"774C","JAPRES05DEL02",29,5,26.905287,75.794592,26.985287,75.874592,"Meal ","scooter ",23.9,46,0,"haze","Moderate",15.53,30.76666667,"Meal","scooter","moderate","moderate","haze","Poor Visibility",0,30.2860238320383
"A288","JAPRES02DEL03",20,4.6,26.914142,75.805704,27.004142,75.895704,"Drinks ","motorcycle ",23.93,28,0,"clear sky","High",16.25,42.76666667,"Drinks","motorcycle","high","high","clear sky","Clear",1,22.7981293824787
"DB93","KOCRES06DEL03",22,4.8,9.982834,76.283268,10.072834,76.373268,"Buffet ","motorcycle ",24.59,88,0,"few clouds","High",19.02,45.21666667,"Buffet","motorcycle","high","high","few clouds","Clear",1,25.2384813840591
"53FF","INDORES06DEL02",23,4.7,22.728163,75.884212,22.748163,75.904212,"Snack ","motorcycle ",23.07,60,0,"haze","Low",4.26,20.4,"Snack","motorcycle","low","low","haze","Poor Visibility",0,12.5294117647059
"CE06","AGRRES11DEL03",34,4.7,27.163303,78.057044,27.253303,78.147044,"Buffet ","scooter ",25.53,38,0,"clear sky","High",28.62,39.51666667,"Buffet","scooter","high","high","clear sky","Clear",0,43.4550822401134
"148A","JAPRES15DEL01",29,5,26.891191,75.802083,26.961191,75.872083,"Drinks ","motorcycle ",23.97,46,0,"haze","Moderate",12.55,37.05,"Drinks","motorcycle","moderate","moderate","haze","Poor Visibility",0,20.3238866396761
"DD76","KOLRES07DEL03",31,5,22.547186,88.35068,22.577185,88.38068,"Snack ","scooter ",27.98,65,0,"haze","Moderate",6.14,26.1,"Snack","scooter","moderate","moderate","haze","Poor Visibility",0,14.1149425287356
"6754","MYSRES05DEL01",22,4.7,12.323978,76.627961,12.393978,76.697961,"Meal ","scooter ",20.8,67,0,"clear sky","Moderate",16.25,27.61666667,"Meal","scooter","moderate","moderate","clear sky","Clear",0,35.3047676481225
"9527","CHENRES02DEL03",37,4.2,13.086438,80.220672,13.146439,80.280672,"Drinks ","electric_scooter ",28.36,82,0,"overcast clouds","High",14.27,56.2,"Drinks","electric_scooter","high","high","overcast clouds","Clear",1,15.2348754448399
"A9B4","INDORES19DEL02",35,4.7,22.745536,75.893106,22.825536,75.973106,"Snack ","motorcycle ",23.21,44,0,"clear sky","Moderate",16.86,32.7,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,30.9357798165138
"A120","BANGRES11DEL02",23,4.9,12.934365,77.616155,13.014365,77.696155,"Snack ","scooter ",22.86,74,0,"haze","High",15.95,44.41666667,"Snack","scooter","high","high","haze","Poor Visibility",1,21.5459662272761
"4D89","SURRES18DEL01",33,4.1,21.149834,72.778666,21.219834,72.848666,"Meal ","motorcycle ",25,73,0,"mist","Moderate",13.46,31.83333333,"Meal","motorcycle","moderate","moderate","mist","Rainy",0,25.3696335105099
"4C68","SURRES06DEL02",33,4.6,21.185047,72.80859,21.205047,72.82859,"Meal ","electric_scooter ",24.93,73,0,"mist","Low",5.44,16.98333333,"Meal","electric_scooter","low","low","mist","Rainy",0,19.2188420057348
"1ABC","MYSRES12DEL02",33,4,12.284747,76.625861,12.364747,76.705861,"Buffet ","motorcycle ",20.81,67,0,"clear sky","Very High",18.25,48.15,"Buffet","motorcycle","very high","very high","clear sky","Clear",1,22.7414330218069
"1C84","MUMRES01DEL01",27,4.6,19.12663,72.829976,19.23663,72.939976,"Snack ","motorcycle ",28.36,54,0,"smoke","Very High",30.61,84.21666667,"Snack","motorcycle","very high","very high","smoke","Poor Visibility",1,21.8080348299304
"9.30E+03","COIMBRES12DEL03",35,4.9,11.000762,76.981876,11.060762,77.041876,"Drinks ","motorcycle ",25.97,65,0,"haze","Moderate",11.89,35.4,"Drinks","motorcycle","moderate","moderate","haze","Poor Visibility",0,20.1525423728814
"2388","SURRES18DEL02",26,4.1,21.149834,72.778666,21.229834,72.858666,"Snack ","electric_scooter ",24.94,73,0,"mist","High",16.11,41,"Snack","electric_scooter","high","high","mist","Rainy",1,23.5756097560976
"1CB1","INDORES11DEL01",30,3.8,22.751234,75.88949,22.821234,75.95949,"Meal ","scooter ",23.21,60,0,"haze","Moderate",15.88,30.31666667,"Meal","scooter","moderate","moderate","haze","Poor Visibility",0,31.4282572807665
"A6B1","SURRES11DEL03",23,4.8,21.157735,72.768778,21.187735,72.798778,"Buffet ","electric_scooter ",24.97,73,0,"mist","Low",6.65,21.06666667,"Buffet","electric_scooter","low","low","mist","Rainy",0,18.9398734147247
"34C5","BANGRES06DEL01",21,4.7,12.979096,77.640625,12.989096,77.650625,"Meal ","motorcycle ",22.99,73,0,"haze","Very Low",1.79,6.6,"Meal","motorcycle","very low","very low","haze","Poor Visibility",0,16.2727272727273
"2059","PUNERES14DEL02",28,4.6,18.516216,73.842527,18.566216,73.892527,"Drinks ","scooter ",23.1,49,0,"clear sky","Moderate",9.82,32.01666667,"Drinks","scooter","moderate","moderate","clear sky","Clear",0,18.4029151464443
"2BAE","BANGRES03DEL01",37,4.7,12.979166,77.640709,13.019166,77.680709,"Buffet ","electric_scooter ",22.66,74,0,"haze","Moderate",10.3,25.83333333,"Buffet","electric_scooter","moderate","moderate","haze","Poor Visibility",0,23.9225806482481
